State,Primary NAICS,NatureTitle,EventTitle,SourceTitle,Hospitalized,Amputation,Inspection,anomaly_flag,anomaly_score,combo_count,combo_rarity_index,review_hints
TEXAS,484121,"Intracranial injuries, unspecified","Other fall to lower level, unspecified","Truck-motorized freight hauling and utility, unspecified",1.0,0.0,,0,-0.004294,1,1.0,rare_combo
FLORIDA,237990,Crushing injuries,Compressed or pinched by shifting objects or equipment,Mini excavators,1.0,0.0,,0,-0.013545,1,1.0,rare_combo
GEORGIA,488510,"Soreness, pain, hurt-nonspecified injury",Struck or run over by rolling powered vehicle,"Semi, tractor-trailer, tanker truck",1.0,0.0,,0,-0.006642,1,1.0,rare_combo
OKLAHOMA,322291,Fractures,Other fall to lower level less than 6 feet,Ladders-fixed,1.0,0.0,,0,-0.008815,1,1.0,rare_combo
GEORGIA,238170,Fractures,Fall from collapsing structure or equipment 6 to 10 feet,"Roofs, unspecified",1.0,0.0,1143322.0,0,-0.010088,1,1.0,rare_combo
PENNSYLVANIA,312112,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.015323,1,1.0,rare_combo
PENNSYLVANIA,713910,Fractures,"Jack-knifed or overturned, nonroadway","Golf cart, personnel transport cart",1.0,0.0,1141499.0,0,-0.012189,2,0.5,rare_combo
PENNSYLVANIA,322211,Fractures,Compressed or pinched by shifting objects or equipment,"Material and personnel handling machinery, n.e.c.",1.0,0.0,,0,-0.014667,5,0.2,none
PENNSYLVANIA,622110,"Other respiratory system symptoms-toxic, noxious, or allergenic effect",Inhalation of harmful substance-single episode,"Beauty preparations, cosmetics",1.0,0.0,,0,-0.007295,4,0.25,none
FLORIDA,722210,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,"Fats, oils, cooking greases ",1.0,0.0,,0,-0.018018,2,0.5,rare_combo
MASSACHUSETTS,238320,Fractures,"Other fall to lower level, unspecified","Scaffolds-staging, n.e.c.",1.0,0.0,,0,-0.014652,1,1.0,rare_combo
NEW YORK,238150,"Heat (thermal) burns, unspecified","Ignition of vapors, gases, or liquids","Alcohols, n.e.c.",1.0,0.0,,0,-0.010213,1,1.0,rare_combo
FLORIDA,11121,Fractures,Other fall to lower level 6 to 10 feet,"Forklift, order picker, platform truck-powered",1.0,0.0,,0,-0.019924,1,1.0,rare_combo
NEW YORK,321113,"Soreness, pain, hurt-nonspecified injury","Struck by falling object or equipment, n.e.c.","Limbs, branches-unattached",1.0,0.0,,0,-0.018488,1,1.0,rare_combo
NEW HAMPSHIRE,221210,"Heat (thermal) burns, unspecified","Ignition of vapors, gases, or liquids",Propane,1.0,0.0,1144511.0,0,-0.009711,1,1.0,rare_combo
OHIO,445120,"Soreness, pain, hurt-nonspecified injury",Other fall to lower level less than 6 feet,Step ladders,1.0,0.0,,0,-0.011523,1,1.0,rare_combo
FLORIDA,488320,Crushing injuries,"Struck by falling object or equipment, n.e.c.","Bundles, bales",1.0,0.0,1141410.0,0,-0.018842,1,1.0,rare_combo
FLORIDA,327320,"Avulsions, enucleations","Caught in or compressed by equipment or objects, unspecified","Agitators, mixers-earth, mineral",1.0,1.0,,0,-0.017355,1,1.0,rare_combo
MISSISSIPPI,322291,"Avulsions, enucleations","Caught in running equipment or machinery, unspecified","Paper production machinery, unspecified",0.0,1.0,1145324.0,0,-0.018067,1,1.0,rare_combo
FLORIDA,622110,Fractures,Fall on same level due to tripping over self,"Floor, n.e.c.",1.0,0.0,,0,-0.012225,22,0.045455,none
TEXAS,336390,Amputations,"Struck by falling object or equipment, n.e.c.",Racks-garment and other,0.0,1.0,,0,-0.022094,2,0.5,rare_combo
OHIO,221122,"Soreness, pain, hurt-nonspecified injury","Struck by falling object or equipment, unspecified","Electric parts, n.e.c.",1.0,0.0,1142687.0,0,-0.018854,1,1.0,rare_combo
TEXAS,334220,Amputations,Caught in running equipment or machinery during regular operation,Shearing machines,0.0,1.0,,0,-0.015782,1,1.0,rare_combo
FLORIDA,112111,Fractures,"Thrown, fell, or jumped from animal being ridden",Horses and other equines ,1.0,0.0,,0,-0.018689,1,1.0,rare_combo
FLORIDA,238990,Amputations,Compressed or pinched by shifting objects or equipment,"Structural elements, n.e.c.",0.0,1.0,,0,-0.019543,8,0.125,none
LOUISIANA,237990,Fractures,Struck by object or equipment rolling freely,"Plastic, PVC, or rubber pipes and tubing",1.0,0.0,,0,-0.011268,6,0.166667,none
LOUISIANA,424710,Fractures,Other fall to lower level 11 to 15 feet ,"Structures, n.e.c.",1.0,0.0,,0,-0.016781,1,1.0,rare_combo
WISCONSIN,453998,Fractures,"Fall on same level, n.e.c. ","Floor, n.e.c.",1.0,0.0,,0,-0.023332,1,1.0,rare_combo
ALABAMA,493110,"Fractures and other injuries, n.e.c.",Struck by object falling from vehicle or machinery-other than vehicle part,"Parts and materials, unspecified",1.0,0.0,1143217.0,0,-0.015715,1,1.0,rare_combo
OREGON,924120,Heat stroke,Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.021684,1,1.0,rare_combo
IDAHO,111998,"Fractures and other injuries, n.e.c.",Other fall to lower level 11 to 15 feet ,"Buckets, baskets, pails",1.0,0.0,1142266.0,0,-0.016574,1,1.0,rare_combo
FLORIDA,332116,Amputations,Caught in running equipment or machinery during regular operation,Brake presses,0.0,1.0,1142863.0,0,-0.014698,2,0.5,rare_combo
FLORIDA,238210,Second degree electrical burns,Other fall to lower level less than 6 feet,"Movable ladders, unspecified",1.0,0.0,1142178.0,0,-0.014388,3,0.333333,rare_combo
ARIZONA,924120,Fractures,Fall on same level due to tripping on uneven surface,"Sidewalk, path, or outdoor walkway irregularity",1.0,0.0,,0,-0.017667,2,0.5,rare_combo
CALIFORNIA,928110,Fractures,Struck by object or equipment dropped by other person,"Cabinets, cases-display, storage",1.0,0.0,,0,-0.018672,3,0.333333,rare_combo
ALABAMA,541614,"Cuts, lacerations","Nonroadway collision with object other than vehicle, unspecified","Forklift, order picker, platform truck-powered",1.0,0.0,,0,-0.017702,2,0.5,rare_combo
TEXAS,213112,Amputations,Injured by slipping or swinging object held by injured worker,"Turning handtools-nonpowered, n.e.c.",0.0,1.0,,0,-0.012102,55,0.018182,none
ARKANSAS,611710,Fractures and dislocations,"Fall on same level, n.e.c. ","Floor, n.e.c.",1.0,0.0,,0,-0.016163,1,1.0,rare_combo
ILLINOIS,493110,Fractures,"Nonroadway collision with other vehicle, unspecified","Forklift, order picker, platform truck-powered",1.0,0.0,,0,-0.009438,10,0.1,none
ILLINOIS,311812,"Cuts, lacerations","Struck by falling object or equipment, n.e.c.",Racks-garment and other,1.0,0.0,,0,-0.021673,1,1.0,rare_combo
NEW YORK,561790,"Cuts, lacerations","Contact with objects and equipment, unspecified",Nonclassifiable,1.0,0.0,,0,-0.019538,1,1.0,rare_combo
TEXAS,332911,Amputations,"Contact with objects and equipment, unspecified","Valves, nozzles",1.0,1.0,1151322.0,0,-0.019796,2,0.5,rare_combo
TEXAS,484110,Fractures,"Other fall to lower level, unspecified",Delivery truck or van,1.0,0.0,,0,-0.019772,9,0.111111,none
ARKANSAS,332510,Fractures,"Struck by falling object or equipment, n.e.c.","Fasteners, connectors, ropes, ties, n.e.c.",1.0,0.0,,0,-0.013516,1,1.0,rare_combo
KANSAS,336413,Amputations,Struck against moving part of machinery or equipment,Table saws,0.0,1.0,1143246.0,0,-0.017272,8,0.125,none
FLORIDA,445110,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.01603,29,0.034483,none
ARKANSAS,311942,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Food and beverage processing machinery-specialized, n.e.c.",0.0,1.0,1145417.0,0,-0.008245,1,1.0,rare_combo
ARKANSAS,237310,Fractures,Caught in running equipment or machinery during regular operation,"Asphalt and concrete paving machines, pavers",1.0,0.0,,0,-0.004224,3,0.333333,rare_combo
ARKANSAS,311615,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Packaging, wrapping, bundling machinery",0.0,1.0,1143231.0,0,-0.006554,13,0.076923,none
NEW YORK,236220,"Soreness, pain, hurt-nonspecified injury",Pedestrian struck by vehicle backing up in nonroadway area,"Forklift, order picker, platform truck-powered",1.0,0.0,1141558.0,0,-0.009563,5,0.2,none
TEXAS,213111,Amputations,"Struck by falling object or equipment, n.e.c.","Vehicle, unspecified",0.0,1.0,,0,-0.023064,21,0.047619,none
TEXAS,213112,Amputations,Compressed or pinched by shifting objects or equipment,"Metal pipes, tubing",0.0,1.0,,0,-0.013239,55,0.018182,none
PENNSYLVANIA,622110,"Sprains, strains, tears, unspecified",Fall on same level due to slipping ,"Floor, n.e.c.",1.0,0.0,,0,-0.019721,1,1.0,rare_combo
OHIO,622110,"Soreness, pain, hurt-nonspecified injury","Fall, slip, trip, unspecified ",Nonclassifiable,1.0,0.0,,0,-0.016268,9,0.111111,none
WEST VIRGINIA,236220,Fractures,Struck by object falling from vehicle or machinery-other than vehicle part,"Structural stones or slabs, n.e.c.",1.0,0.0,,0,-0.015106,4,0.25,none
PENNSYLVANIA,238160,Fractures,Other fall to lower level 6 to 10 feet,Extension ladders,1.0,0.0,1142838.0,0,-0.014297,5,0.2,none
TEXAS,327331,"Intracranial injuries, unspecified","Other fall to lower level, unspecified","Truck-motorized freight hauling and utility, unspecified",1.0,0.0,,0,-0.007997,1,1.0,rare_combo
ILLINOIS,561720,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.012953,3,0.333333,rare_combo
ILLINOIS,312112,Amputations,"Caught in running equipment or machinery, n.e.c.",Drills-stationary,1.0,1.0,,0,-0.019349,1,1.0,rare_combo
PENNSYLVANIA,331111,Amputations,"Struck by falling object or equipment, n.e.c.","Vehicle and mobile equipment parts, n.e.c.",0.0,1.0,,0,-0.016737,3,0.333333,rare_combo
PENNSYLVANIA,337110,Amputations,Struck by or caught in swinging door or gate,"Doors, except garage and vehicle",0.0,1.0,,0,-0.009403,4,0.25,none
ILLINOIS,321920,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Sawing machinery-stationary, n.e.c.",1.0,1.0,1143020.0,0,-0.016914,2,0.5,rare_combo
COLORADO,424820,Fractures,Fall from collapsing structure or equipment less than 6 feet,"Movable ladders, n.e.c.",1.0,0.0,,0,-0.014164,2,0.5,rare_combo
MISSOURI,622110,Internal injuries to organs and blood vessels of the trunk,"Other fall to lower level, unspecified","Stairs, steps, unspecified",1.0,0.0,,0,-0.013573,1,1.0,rare_combo
MONTANA,493130,Fractures,Pedestrian struck by rail vehicle-transportation incident,Rail car(s)-unattached to locomotive,1.0,0.0,,0,-0.014715,1,1.0,rare_combo
FLORIDA,238320,Fractures,Other fall to lower level less than 6 feet,Extension ladders,1.0,0.0,,0,-0.01743,6,0.166667,none
FLORIDA,452990,"Cuts, lacerations","Struck by dislodged flying object, particle","Machine and appliance parts, n.e.c.",1.0,0.0,,0,-0.00793,1,1.0,rare_combo
FLORIDA,423310,Fractures,"Caught in running equipment or machinery during maintenance, cleaning ","Sawing machinery-stationary, n.e.c.",1.0,0.0,,0,-0.019527,3,0.333333,rare_combo
COLORADO,423610,Fractures,"Struck by falling object or equipment, n.e.c.","Metal plates, metal panels",1.0,0.0,1142182.0,0,-0.018726,1,1.0,rare_combo
MISSOURI,484230,Amputations,Compressed or pinched by shifting objects or equipment,"Medical, surgical, x-ray machinery and equipment, unspecified",0.0,1.0,,0,-0.018509,1,1.0,rare_combo
NEBRASKA,451110,Fractures,Fall on same level due to slipping ,"Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.015737,2,0.5,rare_combo
FLORIDA,491110,Fractures,"Fall on same level, n.e.c. ","Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.015018,9,0.111111,none
NEW YORK,321999,Amputations,Caught in running equipment or machinery during regular operation,"Sawing machinery-stationary, n.e.c.",1.0,1.0,1142487.0,0,-0.02105,1,1.0,rare_combo
ALABAMA,237130,Fractures,Other fall to lower level less than 6 feet,"Cranes, unspecified",1.0,0.0,,0,-0.01648,1,1.0,rare_combo
MISSOURI,311615,Fractures and dislocations,"Fall on same level, n.e.c. ","Floor, n.e.c.",1.0,0.0,,0,-0.015685,1,1.0,rare_combo
WASHINGTON,238220,Fractures,"Other fall to lower level, unspecified","Movable ladders, unspecified",1.0,0.0,,0,-0.021783,1,1.0,rare_combo
NEW JERSEY,238110,Concussions,"Struck by falling object or equipment, unspecified","Plywood, wood paneling; particle, chip, flake board",1.0,0.0,,0,-0.014434,1,1.0,rare_combo
MAINE,238910,Crushing injuries,Compressed or pinched by shifting objects or equipment,"Excavating machinery, unspecified",1.0,0.0,,0,-0.019489,1,1.0,rare_combo
ARKANSAS,321214,Amputations,Caught in running equipment or machinery during regular operation,Table saws,0.0,1.0,1160865.0,0,-0.010592,1,1.0,rare_combo
NORTH DAKOTA,327320,Amputations,Compressed or pinched by shifting objects or equipment,"Cement truck, concrete mixer truck",0.0,1.0,,0,-0.013416,2,0.5,rare_combo
WISCONSIN,327211,Fractures,Other fall to lower level less than 6 feet,"Cart, dolly, hand truck-nonpowered",1.0,0.0,,0,-0.014171,2,0.5,rare_combo
TEXAS,621111,Amputations,Struck against moving part of machinery or equipment,"Fans, blowers-wall, floor, ceiling, ventilation",0.0,1.0,,0,-0.017011,1,1.0,rare_combo
ALABAMA,237990,Fractures,Struck by object falling from vehicle or machinery-other than vehicle part,"Bars, rods, reinforcing bar (rebar)",1.0,0.0,,0,-0.015789,2,0.5,rare_combo
PENNSYLVANIA,313112,Amputations,"Caught in or compressed by equipment or objects, unspecified",Beams-unattached metal,0.0,1.0,1141901.0,0,-0.022541,2,0.5,rare_combo
IDAHO,112120,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ",Spreading machinery-agricultural,0.0,1.0,1142699.0,0,-0.015419,1,1.0,rare_combo
TEXAS,334413,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Product testing, inspecting, and diagnostic machinery, n.e.c.",1.0,0.0,1144755.0,0,-0.018061,3,0.333333,rare_combo
MONTANA,444110,"Soreness, pain, hurt-nonspecified injury",Compressed or pinched by shifting objects or equipment,Automobile lifts and hoists,1.0,0.0,,0,-0.017749,1,1.0,rare_combo
PENNSYLVANIA,238210,Amputations,Caught in running equipment or machinery during regular operation,"Metal, woodworking, and special material machinery, unspecified",0.0,1.0,,0,-0.010955,3,0.333333,rare_combo
LOUISIANA,331513,"Cuts, lacerations","Fall on same level, n.e.c. ","Floor, n.e.c.",1.0,0.0,,0,-0.021659,1,1.0,rare_combo
RHODE ISLAND,722211,"Poisoning, toxic, noxious, or allergenic effect, unspecified",Ingestion of harmful substance,"Cleaning and polishing agents, unspecified",1.0,0.0,1143360.0,0,-0.012452,1,1.0,rare_combo
CONNECTICUT,423930,Amputations,"Struck against stationary object or equipment, n.e.c.","Machinery, unspecified",0.0,1.0,1143966.0,0,-0.019929,1,1.0,rare_combo
OHIO,621111,Fractures,"Fall on same level, n.e.c. ","Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.01445,1,1.0,rare_combo
MAINE,326130,Amputations,Caught in running equipment or machinery during regular operation,Punch presses,1.0,1.0,1151041.0,0,-0.018584,1,1.0,rare_combo
CONNECTICUT,541330,"Electrical burns, unspecified","Direct exposure to electricity, unspecified","Switchboards, switches, fuses",1.0,0.0,1142243.0,0,-0.012714,1,1.0,rare_combo
TEXAS,423330,"Soreness, pain, hurt-nonspecified injury",Caught in running equipment or machinery during regular operation,"Special process machinery, n.e.c.",1.0,0.0,1147071.0,0,-0.015008,1,1.0,rare_combo
ILLINOIS,238140,Fractures,"Contact with objects and equipment, unspecified","Sawing machinery-stationary, unspecified",1.0,0.0,,0,-0.021068,1,1.0,rare_combo
ALABAMA,336611,Fractures,"Struck by dislodged flying object, particle","Metal plates, metal panels",1.0,0.0,,0,-0.012373,2,0.5,rare_combo
DELAWARE,238210,"Electrical burns, unspecified","Direct exposure to electricity, greater than 220 volts","Switchboards, switches, fuses",1.0,0.0,1142328.0,0,-0.00834,1,1.0,rare_combo
PENNSYLVANIA,562910,"Puncture wounds, except gunshot wounds",Nonclassifiable,Nonclassifiable,1.0,0.0,,0,-0.021014,1,1.0,rare_combo
PENNSYLVANIA,622110,Hernias due to traumatic incidents,"Overexertion in pushing, pulling, or turning-single episode",Patient ,1.0,0.0,,0,-0.004068,2,0.5,rare_combo
FLORIDA,562111,Fractures,Pedestrian struck by vehicle backing up in roadway,"Garbage, recycling, or refuse truck",1.0,0.0,1144315.0,0,-0.011375,6,0.166667,none
FLORIDA,236220,Fractures,"Other fall to lower level, unspecified","Roofs, unspecified",1.0,0.0,1142816.0,0,-0.023495,15,0.066667,none
FLORIDA,623220,Fractures,"Fall on same level due to tripping, n.e.c.","Floor, n.e.c.",1.0,0.0,,0,-0.022312,1,1.0,rare_combo
FLORIDA,115115,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,1149789.0,0,-0.02236,1,1.0,rare_combo
FLORIDA,623110,"Soreness, pain, hurt-nonspecified injury",Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.014286,2,0.5,rare_combo
TEXAS,336413,Fractures,"Slip or trip without fall, n.e.c.","Bodily motion or position of injured, ill worker",1.0,0.0,,0,-0.013468,2,0.5,rare_combo
NEW YORK,623110,Dislocation of joints,Fall on same level due to tripping over self,"Floor, n.e.c.",1.0,0.0,,0,-0.013113,1,1.0,rare_combo
MISSOURI,484121,Fractures,Compressed or pinched by shifting objects or equipment,"Parts and materials, unspecified",1.0,0.0,,0,-0.013599,4,0.25,none
NEW YORK,238210,"Burns and other injuries, n.e.c.","Other fall to lower level, unspecified","Movable ladders, unspecified",1.0,0.0,1144369.0,0,-0.020712,1,1.0,rare_combo
ARKANSAS,311212,Amputations,Caught in running equipment or machinery during regular operation,"Packaging, wrapping, bundling machinery",0.0,1.0,,0,-0.009332,6,0.166667,none
MARYLAND,238210,Fractures,"Other fall to lower level, unspecified","Movable ladders, unspecified",1.0,0.0,,0,-0.020649,1,1.0,rare_combo
FLORIDA,721110,Second degree heat (thermal) burns,Vehicle or machinery fire,"Heating and cooking machinery and appliances, n.e.c.",2.0,0.0,,0,-0.01803,3,0.333333,rare_combo
WISCONSIN,236210,Fractures,"Other fall to lower level, unspecified","Porches, balconies, decks, patios",1.0,0.0,1144228.0,0,-0.021952,3,0.333333,rare_combo
TEXAS,238990,"Cuts, lacerations",Struck by discharged object or substance,Pressurized water-blast,1.0,0.0,1143993.0,0,-0.022046,3,0.333333,rare_combo
ARKANSAS,423830,Amputations,Compressed or pinched by shifting objects or equipment,"Forklift, order picker, platform truck-powered",0.0,1.0,1143613.0,0,-0.014747,1,1.0,rare_combo
WISCONSIN,336312,Amputations,"Caught in running equipment or machinery, unspecified","Machinery, unspecified",0.0,1.0,1143211.0,0,-0.025478,1,1.0,rare_combo
WISCONSIN,237110,Fractures,Compressed or pinched by shifting objects or equipment,"Excavating machinery, unspecified",1.0,0.0,1144144.0,0,-0.021324,2,0.5,rare_combo
KANSAS,237990,Second degree heat (thermal) burns,Contact with hot objects or substances,"Steam, vapors, liquids, ice, n.e.c.",1.0,0.0,,0,-0.005503,1,1.0,rare_combo
WEST VIRGINIA,321911,Amputations,Caught in running equipment or machinery during regular operation,"Sawing machinery-stationary, n.e.c.",0.0,1.0,1142307.0,0,-0.019136,1,1.0,rare_combo
ILLINOIS,722320,"Traumatic injuries and disorders, unspecified",Other fall to lower level 6 to 10 feet,Airport utility vehicle-powered,1.0,0.0,1144155.0,0,-0.018092,1,1.0,rare_combo
TEXAS,452111,"Electrocutions, electric shocks","Exposure to electricity, unspecified",Nonclassifiable,1.0,0.0,,0,-0.023575,1,1.0,rare_combo
TEXAS,517110,Fractures,"Other fall to lower level, unspecified","Truck-motorized freight hauling and utility, unspecified",1.0,0.0,,0,-0.010015,3,0.333333,rare_combo
TEXAS,721110,Amputations,Struck against moving part of machinery or equipment,Table saws,1.0,1.0,1143390.0,0,-0.019679,2,0.5,rare_combo
NEW JERSEY,331524,Amputations,Caught in running equipment or machinery during regular operation,"Rolling mills, rolling, calendering machinery",0.0,1.0,1143202.0,0,-0.021692,2,0.5,rare_combo
CONNECTICUT,561730,"Cuts, lacerations",Struck by object or equipment dropped by injured worker,Saws-nonpowered,1.0,0.0,,0,-0.015484,1,1.0,rare_combo
FLORIDA,515210,"Puncture wounds, except gunshot wounds","Struck against stationary object or equipment, n.e.c.","Metal chips, particles",1.0,0.0,,0,-0.015667,3,0.333333,rare_combo
COLORADO,445110,Fractures,Compressed or pinched by shifting objects or equipment,"Ramps, loading docks, dock plates",1.0,0.0,,0,-0.013945,4,0.25,none
LOUISIANA,213111,"Cuts, lacerations",Fall from collapsing structure or equipment 16 to 20 feet,"Floor, n.e.c.",1.0,0.0,1144550.0,0,-0.012526,1,1.0,rare_combo
COLORADO,517110,"Soreness, pain, hurt-nonspecified injury","Fall on same level due to tripping, unspecified","Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.014177,1,1.0,rare_combo
COLORADO,623312,"Intracranial injuries, unspecified","Hitting, kicking, beating, shoving",Robber,1.0,0.0,,0,-0.016907,1,1.0,rare_combo
NEW JERSEY,445110,Concussions,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.014581,1,1.0,rare_combo
FLORIDA,332439,Amputations,"Caught in running equipment or machinery, n.e.c.","Metal, woodworking, and special material machinery, unspecified",0.0,1.0,1143667.0,0,-0.013891,2,0.5,rare_combo
ILLINOIS,424410,Amputations,Struck against moving part of machinery or equipment,Meat grinders,0.0,1.0,1143418.0,0,-0.016605,1,1.0,rare_combo
FLORIDA,326113,Amputations,Struck against moving part of machinery or equipment,Table saws,0.0,1.0,,0,-0.018015,1,1.0,rare_combo
OHIO,452111,"Soreness, pain, hurt-nonspecified injury",Compressed or pinched by shifting objects or equipment,"Forklift, order picker, platform truck-powered",1.0,0.0,1142326.0,0,-0.014201,2,0.5,rare_combo
PENNSYLVANIA,335110,Skull fracture and intracranial injury,"Fall on same level, n.e.c. ","Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.015766,1,1.0,rare_combo
PENNSYLVANIA,332322,Amputations,Caught in running equipment or machinery during regular operation,Brake presses,0.0,1.0,1142575.0,0,-0.015561,4,0.25,none
PENNSYLVANIA,331110,Amputations,"Caught in running equipment or machinery, n.e.c.",Punch presses,0.0,1.0,1142811.0,0,-0.019934,5,0.2,none
WISCONSIN,326199,Fractures,"Caught in running equipment or machinery during maintenance, cleaning ","Doors, except garage and vehicle",1.0,0.0,,0,-0.012841,2,0.5,rare_combo
DELAWARE,327390,Amputations,Compressed or pinched by shifting objects or equipment,"Cart, dolly, hand truck-nonpowered",0.0,1.0,,0,-0.012789,1,1.0,rare_combo
PENNSYLVANIA,321211,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Sawing machinery-stationary, n.e.c.",1.0,1.0,1143417.0,0,-0.019058,2,0.5,rare_combo
MISSISSIPPI,445110,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,"Fats, oils, cooking greases ",1.0,0.0,,0,-0.016599,1,1.0,rare_combo
ALABAMA,335129,Fractures,Other fall to lower level 6 to 10 feet,Ladders-fixed,1.0,0.0,,0,-0.017344,1,1.0,rare_combo
GEORGIA,493120,Amputations,"Exposure to temperature extremes, unspecified","Refrigerators, freezers, ice makers",1.0,1.0,1148847.0,0,-0.019619,1,1.0,rare_combo
WEST VIRGINIA,213112,Crushing injuries,Compressed or pinched by shifting objects or equipment,"Plastic, PVC, or rubber pipes and tubing",1.0,0.0,1145437.0,0,-0.010716,1,1.0,rare_combo
WISCONSIN,322220,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Sealing, stapling machinery",0.0,1.0,1150683.0,0,-0.019894,1,1.0,rare_combo
FLORIDA,561311,"Poisoning, toxic, noxious, or allergenic effect, unspecified",Stings and venomous bites,Venomous snakes,1.0,0.0,,0,-0.022197,1,1.0,rare_combo
WEST VIRGINIA,323117,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ",Presses-printing,0.0,1.0,,0,-0.014698,1,1.0,rare_combo
TEXAS,236210,Internal injuries to organs and blood vessels of the trunk,"Pedestrian struck by vehicle in nonroadway area, unspecified",Cranes-truck-mounted,1.0,0.0,1142857.0,0,-0.003794,2,0.5,rare_combo
FLORIDA,491110,Fractures,Other jump to lower level less than 6 feet,"Ramps, loading docks, dock plates",1.0,0.0,,0,-0.007242,9,0.111111,none
LOUISIANA,325199,Amputations,Compressed or pinched by shifting objects or equipment,"Metal pipes, tubing",0.0,1.0,,0,-0.01284,3,0.333333,rare_combo
KANSAS,321999,Amputations,Caught in running equipment or machinery during regular operation,"Packaging, wrapping, bundling machinery",0.0,1.0,1143786.0,0,-0.013751,1,1.0,rare_combo
WEST VIRGINIA,812220,Fractures,Other fall to lower level 11 to 15 feet ,"Aerial lifts, scissor lifts-except truck-mounted",1.0,0.0,,0,-0.015112,1,1.0,rare_combo
KANSAS,922120,Gunshot wounds,Shooting by other person-intentional,Suspect not yet apprehended,1.0,0.0,,0,-0.021681,2,0.5,rare_combo
NEW YORK,445110,Fractures and dislocations,"Fall on same level while climbing stairs, steps, or curbs",Curbs,1.0,0.0,,0,-0.014053,1,1.0,rare_combo
ARKANSAS,311615,Second degree chemical burns and corrosions,"Exposure through intact skin, eyes, or other exposed tissue","Ammonia and ammonium compounds, unspecified",1.0,0.0,1142960.0,0,-0.010645,1,1.0,rare_combo
NEW JERSEY,311421,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,Water,1.0,0.0,,0,-0.010045,1,1.0,rare_combo
PENNSYLVANIA,623311,"Cuts, lacerations",Caught in running equipment or machinery during regular operation,Food slicers,1.0,0.0,,0,-0.019004,1,1.0,rare_combo
KANSAS,922120,Gunshot wounds,Shooting by other person-intentional,Suspect not yet apprehended,1.0,0.0,,0,-0.021681,2,0.5,rare_combo
COLORADO,238210,"Intracranial injuries, unspecified",Struck by or caught in swinging door or gate,"Doors, except garage and vehicle",1.0,0.0,,0,-0.003639,3,0.333333,rare_combo
MISSISSIPPI,326113,Fractures,"Caught in running equipment or machinery during maintenance, cleaning ","Rolling mills, rolling, calendering machinery",1.0,0.0,,0,-0.016449,1,1.0,rare_combo
NEW YORK,611310,"Poisoning, toxic, noxious, or allergenic effect, unspecified",Exposure through unintentional needlestick or sharp injury ,Viruses,1.0,0.0,,0,-0.015708,2,0.5,rare_combo
NEBRASKA,311611,Amputations,"Caught in or compressed by equipment or objects, unspecified",Butchering machinery,0.0,1.0,1144239.0,0,-0.020724,7,0.142857,none
PENNSYLVANIA,623990,Fractures,"Hitting, kicking, beating, shoving",Other client or customer,1.0,0.0,,0,-0.015258,2,0.5,rare_combo
CALIFORNIA,488320,"Intracranial injuries, unspecified",Fall on water vehicle,"Cranes-floating, barge mounted",1.0,0.0,,0,-0.009136,1,1.0,rare_combo
OKLAHOMA,333415,Fractures,"Caught in running equipment or machinery during maintenance, cleaning ","Bending, crimping machines",1.0,0.0,,0,-0.006079,2,0.5,rare_combo
ILLINOIS,512131,"Soreness, pain, hurt-nonspecified injury","Struck by dislodged flying object, particle","Broken glass, glass chips, or fibers",1.0,0.0,,0,-0.019923,1,1.0,rare_combo
ARKANSAS,332311,Fractures,"Struck by falling object or equipment, n.e.c.","Cranes-gantry, overhead, monorail, container",1.0,0.0,1143203.0,0,-0.009434,1,1.0,rare_combo
TEXAS,326199,Fractures,Other fall to lower level 6 to 10 feet,"Movable ladders, unspecified",1.0,0.0,,0,-0.018353,5,0.2,none
ALABAMA,622110,Fractures,Fall on same level due to tripping over an object ,"Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.011798,4,0.25,none
